,County,2012 Pop,2012 Household Income,2017 Pop,2017 Household Income
1561,"Eddy County, New Mexico",53693,47940,56793,60703
1562,"Grant County, New Mexico",29602,37525,28382,40470
1563,"Guadalupe County, New Mexico",4655,27242,4426,26060
1564,"Harding County, New Mexico",612,31146,546,35096
1565,"Hidalgo County, New Mexico",4903,37531,4446,31829
1566,"Lea County, New Mexico",64670,48793,69505,59285
1567,"Lincoln County, New Mexico",20440,44149,19497,42145
1568,"Los Alamos County, New Mexico",18008,106426,18031,110190
1569,"Luna County, New Mexico",25162,29365,24319,27602
1570,"McKinley County, New Mexico",71888,30780,72849,30336
1571,"Mora County, New Mexico",4830,40000,4605,26644
1572,"Otero County, New Mexico",64176,39054,65130,43533
1573,"Quay County, New Mexico",8956,33039,8447,26663
1574,"Rio Arriba County, New Mexico",40201,40791,39455,33422
1575,"Roosevelt County, New Mexico",19840,39323,19313,35928
1576,"Sandoval County, New Mexico",131302,58116,138815,60345
1577,"San Juan County, New Mexico",128600,48701,128221,49686
1578,"San Miguel County, New Mexico",29225,30499,28203,29168
1579,"Santa Fe County, New Mexico",144209,53642,147514,57945
1580,"Sierra County, New Mexico",11956,29185,11254,29690
1581,"Socorro County, New Mexico",17843,34337,17098,34008
1582,"Taos County, New Mexico",32775,33835,32809,35314
1583,"Torrance County, New Mexico",16285,31538,15534,35543
1584,"Union County, New Mexico",4460,40507,4216,38240
1585,"Valencia County, New Mexico",76172,42525,75845,43428
1586,"Albany County, New York",304511,59359,308580,62293
1587,"Allegany County, New York",48837,42095,47400,45359
1588,"Bronx County, New York",1386364,34300,1455846,36593
1589,"Broome County, New York",199928,45856,196124,49064
1590,"Cattaraugus County, New York",80166,43202,78175,45571
1591,"Cayuga County, New York",79996,50950,78319,54664
1592,"Chautauqua County, New York",134599,41975,130846,44304
1593,"Chemung County, New York",88779,48128,86883,51251
1594,"Chenango County, New York",50490,44127,48763,48567
1595,"Clinton County, New York",82054,50522,81224,52759
1596,"Columbia County, New York",62881,56445,61481,61093
1597,"Cortland County, New York",49453,47497,48334,52451
1598,"Delaware County, New York",47851,43004,45950,47921
1599,"Dutchess County, New York",297291,71508,295685,75585
1600,"Erie County, New York",919542,49977,923995,54006
1601,"Essex County, New York",39309,47400,38233,55294
1602,"Franklin County, New York",51698,45702,51054,50733
1603,"Fulton County, New York",55358,45333,53955,48033
1604,"Genesee County, New York",59992,51734,58537,54033
1605,"Greene County, New York",49122,47539,47791,53214
1606,"Hamilton County, New York",4835,51595,4646,55587
1607,"Herkimer County, New York",64475,44288,62943,49077
1608,"Jefferson County, New York",117011,46549,116567,50322
1609,"Kings County, New York",2512740,45215,2635121,52782
1610,"Lewis County, New York",27062,45187,26845,51475
1611,"Livingston County, New York",65215,54244,64373,53654
1612,"Lucas County, Ohio",441198,41436,433404,44820
1613,"Madison County, Ohio",43213,54647,43732,62897
1614,"Mahoning County, Ohio",238352,41112,231857,43251
1615,"Marion County, Ohio",66514,40966,65483,44708
1616,"Medina County, Ohio",172334,65768,176362,71595
1617,"Meigs County, Ohio",23664,34704,23234,42105
1618,"Mercer County, Ohio",40866,52234,40723,57052
1619,"Miami County, Ohio",102657,52292,104081,54568
1620,"Monroe County, Ohio",14679,41677,14239,43299
1621,"Montgomery County, Ohio",535626,43895,531987,47045
1622,"Morgan County, Ohio",15042,37152,14773,40276
1623,"Morrow County, Ohio",34895,51534,34935,52767
1624,"Muskingum County, Ohio",85996,40398,85933,43325
1625,"Noble County, Ohio",14643,39544,14498,42171
1626,"Ottawa County, Ohio",41445,53850,40769,56193
1627,"Paulding County, Ohio",19522,44099,18951,49866
1628,"Perry County, Ohio",36086,42222,35983,46477
1629,"Pickaway County, Ohio",55795,53750,57075,60314
1630,"Pike County, Ohio",28652,39735,28291,43562
1631,"Portage County, Ohio",161178,51969,162080,53816
1632,"Preble County, Ohio",42240,48899,41328,52661
1633,"Putnam County, Ohio",34445,60693,34037,61161
1634,"Richland County, Ohio",124286,42894,121533,44138
1635,"Ross County, Ohio",77741,44089,77125,45792
1636,"Sandusky County, Ohio",60842,46785,59559,50370
1637,"Scioto County, Ohio",79122,34783,76871,38978
1638,"Seneca County, Ohio",56630,42375,55549,49153
1639,"Shelby County, Ohio",49359,51159,48902,57673
1640,"Stark County, Ohio",375593,45689,374273,50117
1641,"Summit County, Ohio",541788,49227,541318,53291
1642,"Trumbull County, Ohio",209942,42488,203341,45380
1643,"Tuscarawas County, Ohio",92532,43869,92531,49460
1644,"Union County, Ohio",52153,65866,54688,78848
1645,"Van Wert County, Ohio",28808,44602,28262,50974
1646,"Vinton County, Ohio",13397,34432,13142,41541
1647,"Warren County, Ohio",213146,72055,223868,79397
1648,"Washington County, Ohio",61751,43829,60871,46021
1649,"Wayne County, Ohio",114644,49241,115915,54037
1650,"Williams County, Ohio",37779,43176,37061,47593
1651,"Wood County, Ohio",126254,53441,129504,58033
1652,"Wyandot County, Ohio",22626,46129,22190,49767
1653,"Adair County, Oklahoma",22470,31287,22136,33366
1654,"Alfalfa County, Oklahoma",5631,41943,5877,57432
1655,"Atoka County, Oklahoma",14133,36755,13899,37106
1656,"Beaver County, Oklahoma",5587,50466,5445,52571
1657,"Beckham County, Oklahoma",22519,51506,22971,49625
1658,"Blaine County, Oklahoma",10651,43356,9680,46362
1659,"Bryan County, Oklahoma",42494,37883,45068,41197
1660,"Caddo County, Oklahoma",29403,38155,29437,41626
1661,"Canadian County, Oklahoma",116299,63884,132922,69220
1662,"Carter County, Oklahoma",47603,41039,48407,47754
1663,"Cherokee County, Oklahoma",47165,35182,48404,39187
1664,"Choctaw County, Oklahoma",15172,29015,14979,30298
1665,"Cimarron County, Oklahoma",2451,37261,2221,44667
1666,"Cleveland County, Oklahoma",256550,54883,274024,60632
1667,"Coal County, Oklahoma",5906,33512,5666,39931
1668,"Comanche County, Oklahoma",123101,46320,123066,49569
1669,"Cotton County, Oklahoma",6171,48596,6000,49962
1670,"Craig County, Oklahoma",14922,40496,14563,40465
1671,"Creek County, Oklahoma",69934,43363,70899,47147
1672,"Custer County, Oklahoma",27583,43917,29169,48520
1673,"Delaware County, Oklahoma",41332,36423,41878,38234
1674,"Dewey County, Oklahoma",4775,43583,4904,52930
1675,"Ellis County, Oklahoma",4095,47933,4102,50594
1676,"Garfield County, Oklahoma",60272,43458,62421,50724
1677,"Garvin County, Oklahoma",27471,38356,27751,42567
1678,"Grady County, Oklahoma",52451,48963,54351,55527
1679,"Grant County, Oklahoma",4536,43405,4458,54460
1680,"Greer County, Oklahoma",6185,40827,6018,35898
1681,"Harmon County, Oklahoma",2888,28194,2758,38264
1682,"Harper County, Oklahoma",3672,46437,3843,46915
1683,"Haskell County, Oklahoma",12761,37771,12746,38017
1684,"Hughes County, Oklahoma",13762,34656,13519,38425
1685,"Jackson County, Oklahoma",26275,41563,25574,45189
1686,"Jefferson County, Oklahoma",6445,35682,6270,35933
1687,"Johnston County, Oklahoma",10938,36209,11039,38636
1688,"Kay County, Oklahoma",46288,41026,45173,44067
1689,"Kingfisher County, Oklahoma",14965,53466,15510,62829
1690,"Kiowa County, Oklahoma",9421,35426,9127,38191
1691,"Latimer County, Oklahoma",11099,40585,10621,40539
1692,"Le Flore County, Oklahoma",50056,36084,49860,39253
1693,"Lincoln County, Oklahoma",34106,42953,34759,47539
1694,"Logan County, Oklahoma",41982,52031,45326,59133
1695,"Love County, Oklahoma",9404,41517,9843,49409
1696,"McClain County, Oklahoma",34471,54554,37919,62081
1697,"McCurtain County, Oklahoma",33144,32134,33026,34250
1698,"McIntosh County, Oklahoma",20266,32669,19874,38163
1699,"Major County, Oklahoma",7563,48698,7730,52056
1700,"Marshall County, Oklahoma",15774,36727,16226,45671
1701,"Mayes County, Oklahoma",41162,41475,40929,45302
1702,"Murray County, Oklahoma",13460,43781,13797,51844
1703,"Muskogee County, Oklahoma",70635,37748,69471,41329
1704,"Noble County, Oklahoma",11540,43980,11421,52372
1705,"Nowata County, Oklahoma",10627,38990,10448,41282
1706,"Okfuskee County, Oklahoma",12203,34258,12160,38346
1707,"Oklahoma County, Oklahoma",721088,45082,774203,50762
1708,"Okmulgee County, Oklahoma",39770,39142,39121,39567
1709,"Osage County, Oklahoma",47650,42536,47350,47683
1710,"Ottawa County, Oklahoma",31940,36280,31725,38472
1711,"Pawnee County, Oklahoma",16573,43152,16448,46460
1712,"Payne County, Oklahoma",77125,36762,80634,39149
1713,"Pittsburg County, Oklahoma",45570,41206,44673,44941
1714,"Pontotoc County, Oklahoma",37438,40680,38289,46689
1715,"Pottawatomie County, Oklahoma",69676,42467,71614,46159
1716,"Pushmataha County, Oklahoma",11449,28587,11132,35414
1717,"Roger Mills County, Oklahoma",3678,53952,3734,51286
1718,"Rogers County, Oklahoma",87031,58761,90098,61320
1719,"Seminole County, Oklahoma",25394,33377,25246,37741
1720,"Sequoyah County, Oklahoma",41945,36191,41364,37455
1721,"Stephens County, Oklahoma",44848,44918,44293,44805
1722,"Texas County, Oklahoma",20620,47983,21409,49469
1723,"Tillman County, Oklahoma",7981,34550,7591,40728
1724,"Tulsa County, Oklahoma",602692,47845,637123,52017
1725,"Wagoner County, Oklahoma",73067,56821,76830,59210
1726,"Washington County, Oklahoma",51112,47959,51867,50388
1727,"Washita County, Oklahoma",11616,45417,11550,51909
1728,"Woods County, Oklahoma",8741,50690,9132,57097
1729,"Woodward County, Oklahoma",20232,52048,21140,57602
1730,"Baker County, Oregon",16092,40348,15980,43765
1731,"Benton County, Oregon",85501,48635,88249,54682
1732,"Clackamas County, Oregon",377206,63951,399962,72408
1733,"Clatsop County, Oregon",37068,44330,38021,49828
1734,"Columbia County, Oregon",49317,55358,50207,57449
1735,"Coos County, Oregon",62937,37853,62921,40848
1736,"Crook County, Oregon",21102,40263,21717,41777
1737,"Curry County, Oregon",22344,38401,22377,42519
1738,"Deschutes County, Oregon",158884,51468,175321,59152
1739,"Douglas County, Oregon",107391,40096,107576,44023
1740,"Gilliam County, Oregon",1904,45833,1910,39831
1741,"Grant County, Oregon",7366,34337,7209,44826
1742,"Harney County, Oregon",7359,39674,7195,39504
1743,"Hood River County, Oregon",22207,56355,22938,57269
1744,"Jackson County, Oregon",203613,43664,212070,48688
1745,"Jefferson County, Oregon",21746,43330,22707,48464
1746,"Josephine County, Oregon",82636,36699,84514,40705
1747,"Klamath County, Oregon",66350,41066,66018,42531
1748,"Lake County, Oregon",7886,40049,7807,32769
1749,"Lane County, Oregon",351794,42628,363471,47710
1750,"Lincoln County, Oregon",45992,41996,47307,43291
1751,"Linn County, Oregon",116871,47129,121074,49515
1752,"Malheur County, Oregon",31057,37191,30421,37112
1753,"Marion County, Oregon",315391,46654,330453,53828
1754,"Morrow County, Oregon",11146,48457,11153,54386
1755,"Multnomah County, Oregon",737110,51582,788459,60369
1756,"Polk County, Oregon",75448,52365,79666,56032
1757,"Sherman County, Oregon",1865,44583,1635,42074
1758,"Tillamook County, Oregon",25254,41869,25840,45061
1759,"Umatilla County, Oregon",75846,48452,76736,50071
1760,"Union County, Oregon",25670,41784,25810,46228
1761,"Wallowa County, Oregon",6938,40204,6864,44877
1762,"Wasco County, Oregon",25113,43601,25687,48510
1763,"Washington County, Oregon",531818,64375,572071,74033
1764,"Wheeler County, Oregon",1287,36357,1415,33563
1765,"Yamhill County, Oregon",99119,53950,102366,58392
1766,"Adams County, Pennsylvania",101352,58465,101589,62661
1767,"Allegheny County, Pennsylvania",1224772,50664,1229605,56333
1768,"Armstrong County, Pennsylvania",68942,44478,66737,47527
1769,"Beaver County, Pennsylvania",170614,48311,168161,53981
1770,"Bedford County, Pennsylvania",49680,41512,48891,48703
1771,"Berks County, Pennsylvania",411094,55021,415500,59580
1772,"Blair County, Pennsylvania",127133,42687,124736,45664
1773,"Bradford County, Pennsylvania",62628,44650,61546,50900
1774,"Bucks County, Pennsylvania",625485,76859,626486,82031
1775,"Butler County, Pennsylvania",183946,58226,185984,66037
1776,"Cambria County, Pennsylvania",143305,41668,135871,44943
1777,"Cameron County, Pennsylvania",5058,41409,4754,40402
1778,"Carbon County, Pennsylvania",65101,49951,63987,51236
1779,"Centre County, Pennsylvania",153758,49706,160646,56466
1780,"Chester County, Pennsylvania",499548,86184,514652,92417
1781,"Clarion County, Pennsylvania",39991,43059,38747,44373
1782,"Clearfield County, Pennsylvania",81668,40768,80539,45188
1783,"Clinton County, Pennsylvania",39261,40682,39321,47990
1784,"Columbia County, Pennsylvania",66984,44680,66615,48395
1785,"Crawford County, Pennsylvania",88492,41664,86847,47179
1786,"Cumberland County, Pennsylvania",235314,60883,245801,65544
1787,"Dauphin County, Pennsylvania",267891,54066,273329,57071
1788,"Delaware County, Pennsylvania",558874,64242,563384,69839
1789,"Elk County, Pennsylvania",31981,44741,30781,49876
1790,"Erie County, Pennsylvania",280181,45249,277794,48192
1791,"Fayette County, Pennsylvania",136914,38108,133160,41632
1792,"Forest County, Pennsylvania",7664,36686,7388,37106
1793,"Franklin County, Pennsylvania",149554,52167,153003,58267
1794,"Fulton County, Pennsylvania",14829,47470,14631,50007
1795,"Greene County, Pennsylvania",38614,42837,37338,50972
1796,"Huntingdon County, Pennsylvania",45931,44455,45686,46765
1797,"Indiana County, Pennsylvania",88648,43408,86551,46306
1798,"Jefferson County, Pennsylvania",45051,40719,44258,45342
1799,"Juniata County, Pennsylvania",24664,44991,24448,50571
1800,"Lackawanna County, Pennsylvania",214353,45483,211960,48380
1801,"Lancaster County, Pennsylvania",519913,56172,536494,61492
1802,"Lawrence County, Pennsylvania",90885,44079,88231,47188
1803,"Lebanon County, Pennsylvania",133578,54259,137616,57698
1804,"Lehigh County, Pennsylvania",350165,54645,360774,60116
1805,"Luzerne County, Pennsylvania",320555,43486,318222,49290
1806,"Lycoming County, Pennsylvania",116447,44557,115398,50634
1807,"McKean County, Pennsylvania",43451,41351,42070,45866
1808,"Mercer County, Pennsylvania",116474,43589,113623,47340
1809,"Mifflin County, Pennsylvania",46694,38671,46452,46286
1810,"Monroe County, Pennsylvania",169346,57773,167306,61430
1811,"Montgomery County, Pennsylvania",799886,78984,818677,84791
1812,"Montour County, Pennsylvania",18243,49845,18302,56250
1813,"Northampton County, Pennsylvania",297519,59551,300941,65390
1814,"Northumberland County, Pennsylvania",94441,40963,93038,44534
1815,"Perry County, Pennsylvania",45791,56205,45878,60847
1816,"Philadelphia County, Pennsylvania",1525811,37016,1569657,40649
1817,"Pike County, Pennsylvania",57437,58474,55687,63417
1818,"Potter County, Pennsylvania",17466,40970,17070,41406
1819,"Schuylkill County, Pennsylvania",147935,45441,144287,47642
1820,"Snyder County, Pennsylvania",39620,47059,40570,54182
1821,"Somerset County, Pennsylvania",77638,42424,75619,46132
1822,"Sullivan County, Pennsylvania",6453,38981,6192,45519
1823,"Susquehanna County, Pennsylvania",43171,46815,41716,52014
1824,"Tioga County, Pennsylvania",42081,42607,41550,50017
1825,"Union County, Pennsylvania",44944,46737,45056,53768
1826,"Venango County, Pennsylvania",54865,41814,52880,46487
1827,"Warren County, Pennsylvania",41613,43108,40345,45781
1828,"Washington County, Pennsylvania",207916,53326,207661,59309
1829,"Wayne County, Pennsylvania",52299,50153,51656,52161
1830,"Westmoreland County, Pennsylvania",364877,49734,356835,56702
1831,"Wyoming County, Pennsylvania",28221,48626,27760,55965
1832,"York County, Pennsylvania",434579,58747,442216,61707
1833,"Bristol County, Rhode Island",49796,71086,49028,74630
1834,"Kent County, Rhode Island",166066,61884,164012,69047
1835,"Newport County, Rhode Island",82503,69826,83204,75463
1836,"Providence County, Rhode Island",627414,49213,633704,52530
1837,"Washington County, Rhode Island",126692,72391,126190,77862
1838,"Abbeville County, South Carolina",25387,35067,24788,35254
1839,"Aiken County, South Carolina",160169,44399,165707,47713
1840,"Allendale County, South Carolina",10399,25966,9402,23331
1841,"Anderson County, South Carolina",187228,42659,194174,45551
1842,"Bamberg County, South Carolina",15941,31015,14842,32330
1843,"Barnwell County, South Carolina",22523,35748,21788,34035
1844,"Beaufort County, South Carolina",162316,56581,179316,60603
1845,"Berkeley County, South Carolina",179773,51476,204632,56697
1846,"Calhoun County, South Carolina",15134,39843,14808,44010
1847,"Charleston County, South Carolina",352548,50289,387847,57882
1848,"Cherokee County, South Carolina",55351,33512,56549,35286
1849,"Chester County, South Carolina",33028,32718,32424,37421
1850,"Chesterfield County, South Carolina",46462,31279,46127,38469
1851,"Clarendon County, South Carolina",34746,33267,34156,35838
1852,"Madison County, New York",72977,52293,71760,58365
1853,"Monroe County, New York",744746,52700,748680,55272
1854,"Montgomery County, New York",50025,42830,49500,47449
1855,"Nassau County, New York",1338712,97049,1363069,105744
1856,"New York County, New York",1596735,68370,1653877,79781
1857,"Niagara County, New York",215869,47736,212675,51656
1858,"Oneida County, New York",234336,49148,232324,51316
1859,"Onondaga County, New York",466179,53593,467669,57271
1860,"Ontario County, New York",107728,56455,109491,61710
1861,"Orange County, New York",372951,70712,378174,75146
1862,"Orleans County, New York",42995,50113,41584,49223
1863,"Oswego County, New York",122055,47288,119833,51755
1864,"Otsego County, New York",62147,46358,60750,51254
1865,"Putnam County, New York",99702,95259,99464,99608
1866,"Queens County, New York",2235008,56780,2339280,62008
1867,"Rensselaer County, New York",159464,58959,159800,63166
1868,"Richmond County, New York",468374,73496,475948,76244
1869,"Rockland County, New York",312011,86020,325027,88571
1870,"St. Lawrence County, New York",112060,43745,110817,48330
1871,"Saratoga County, New York",219832,67712,226632,77548
1872,"Schenectady County, New York",154466,56445,155239,61315
1873,"Schoharie County, New York",32617,51896,31611,51842
1874,"Schuyler County, New York",18472,47869,18112,47810
1875,"Seneca County, New York",35306,49155,34843,51601
1876,"Steuben County, New York",98992,46519,97539,50157
1877,"Suffolk County, New York",1492360,87778,1497595,92838
1878,"Sullivan County, New York",77340,48050,75783,53877
1879,"Tioga County, New York",51067,56488,49322,57153
1880,"Tompkins County, New York",101570,50539,104415,56200
1881,"Ulster County, New York",182516,58934,180129,61652
1882,"Warren County, New York",65700,54909,64701,60222
1883,"Washington County, New York",63108,50864,62183,52527
1884,"Wayne County, New York",93476,53497,91442,53693
1885,"Westchester County, New York",950227,81093,975321,89968
1886,"Wyoming County, New York",42092,50635,40886,55459
1887,"Yates County, New York",25351,48245,25083,51758
1888,"Alamance County, North Carolina",151170,44155,157844,44281
1889,"Alexander County, North Carolina",37014,39544,37159,44523
1890,"Alleghany County, North Carolina",11069,32449,10935,38944
1891,"Anson County, North Carolina",26699,34772,25531,38123
1892,"Ashe County, North Carolina",27099,35670,26833,40293
1893,"Avery County, North Carolina",17815,38051,17535,37109
1894,"Beaufort County, North Carolina",47542,40147,47316,41101
1895,"Bertie County, North Carolina",21035,31194,19913,31287
1896,"Bladen County, North Carolina",34922,30031,34130,32396
1897,"Brunswick County, North Carolina",107925,46490,122586,51164
1898,"Buncombe County, North Carolina",239000,44206,252268,48464
1899,"Burke County, North Carolina",90821,38062,88898,40854
1900,"Cabarrus County, North Carolina",178396,54341,196716,60716
1901,"Caldwell County, North Carolina",82493,36108,81805,40735
1902,"Camden County, North Carolina",9965,56315,10336,68327
1903,"Carteret County, North Carolina",66415,47506,68699,51584
1904,"Caswell County, North Carolina",23615,38387,22833,39428
1905,"Catawba County, North Carolina",154201,43657,156182,48649
1906,"Chatham County, North Carolina",63896,57793,68364,59684
1907,"Cherokee County, North Carolina",27304,34981,27463,38115
1908,"Chowan County, North Carolina",14825,36385,14370,41979
1909,"Clay County, North Carolina",10575,38536,10753,37070
1910,"Cleveland County, North Carolina",97890,38181,97038,40002
1911,"Columbus County, North Carolina",57612,35182,56589,36261
1912,"Craven County, North Carolina",102904,47383,103374,49391
1913,"Cumberland County, North Carolina",319329,45413,332766,44737
1914,"Currituck County, North Carolina",23677,57446,25247,65758
1915,"Dare County, North Carolina",34019,55780,35412,55640
1916,"Davidson County, North Carolina",162628,44318,164118,45806
1917,"Davie County, North Carolina",41183,51844,41766,53493
1918,"Duplin County, North Carolina",58510,33896,59350,36679
1919,"Durham County, North Carolina",269283,50997,300865,56393
1920,"Edgecombe County, North Carolina",56253,33917,54032,32929
1921,"Forsyth County, North Carolina",351368,45809,368362,48369
1922,"Franklin County, North Carolina",60470,42920,63866,48344
1923,"Gaston County, North Carolina",206291,43220,214049,46626
1924,"Gates County, North Carolina",12069,45136,11601,52481
1925,"Graham County, North Carolina",8766,32137,8607,36030
1926,"Granville County, North Carolina",59666,49893,58503,52089
1927,"Greene County, North Carolina",21386,40833,21059,36989
1928,"Guilford County, North Carolina",489576,46223,517197,49253
1929,"Halifax County, North Carolina",54693,31614,52300,33573
1930,"Harnett County, North Carolina",115559,44242,128753,50323
1931,"Haywood County, North Carolina",58915,42089,59854,45538
1932,"Henderson County, North Carolina",106577,46503,112156,50454
1933,"Hertford County, North Carolina",24525,33412,24262,35806
1934,"Hoke County, North Carolina",47368,46900,52571,45713
1935,"Hyde County, North Carolina",5810,43608,5507,40532
1936,"Iredell County, North Carolina",159614,50058,169798,55957
1937,"Jackson County, North Carolina",39985,36403,41725,45078
1938,"Johnston County, North Carolina",169122,50132,186308,54610
1939,"Jones County, North Carolina",10144,36460,9776,37256
1940,"Lee County, North Carolina",57876,45284,59805,49272
1941,"Lenoir County, North Carolina",59372,34440,57934,37515
1942,"Lincoln County, North Carolina",78052,50065,80504,50782
1943,"McDowell County, North Carolina",44926,36388,45069,38776
1944,"Macon County, North Carolina",33815,38134,34160,40659
1945,"Madison County, North Carolina",20727,38658,21347,40563
1946,"Martin County, North Carolina",24298,35585,23227,35969
1947,"Mecklenburg County, North Carolina",926873,55961,1034290,61695
1948,"Mitchell County, North Carolina",15539,36276,15155,42534
1949,"Montgomery County, North Carolina",27741,32798,27445,38254
1950,"Moore County, North Carolina",88314,48238,94191,54468
1951,"Nash County, North Carolina",95545,43757,94125,46187
1952,"New Hanover County, North Carolina",203276,50420,219866,51457
1953,"Northampton County, North Carolina",21959,30911,20426,33508
1954,"Onslow County, North Carolina",176461,45812,192685,48162
1955,"Orange County, North Carolina",133958,55241,141812,65522
1956,"Pamlico County, North Carolina",13145,43825,12803,45211
1957,"Pasquotank County, North Carolina",40551,46032,39546,47264
1958,"Pender County, North Carolina",52447,44071,57630,49357
1959,"Perquimans County, North Carolina",13414,42410,13506,44039
1960,"Person County, North Carolina",39322,43292,39240,44921
1961,"Pitt County, North Carolina",167951,40452,176484,43526
1962,"Polk County, North Carolina",20386,42762,20434,48412
1963,"Randolph County, North Carolina",141568,41575,142827,43598
1964,"Richmond County, North Carolina",46608,31726,45447,33607
1965,"Robeson County, North Carolina",133920,30167,134187,32407
1966,"Rockingham County, North Carolina",93264,38004,91566,41700
1967,"Rowan County, North Carolina",138189,41561,138940,46978
1968,"Rutherford County, North Carolina",67446,35941,66523,38573
1969,"Sampson County, North Carolina",63408,37447,63664,37765
1970,"Scotland County, North Carolina",36266,30472,35445,32739
1971,"Stanly County, North Carolina",60489,43256,60875,46017
1972,"Stokes County, North Carolina",47224,42476,46124,44490
1973,"Surry County, North Carolina",73551,36137,72315,39071
1974,"Swain County, North Carolina",13995,43426,14208,35271
1975,"Transylvania County, North Carolina",32825,40678,33291,44559
1976,"Tyrrell County, North Carolina",4367,33605,4090,32411
1977,"Union County, North Carolina",201617,64953,222095,70858
1978,"Vance County, North Carolina",45183,34499,44420,35246
1979,"Wake County, North Carolina",905573,65826,1023811,73577
1980,"Warren County, North Carolina",20860,34803,20190,35443
1981,"Washington County, North Carolina",13085,33718,12331,34557
1982,"Watauga County, North Carolina",51103,34848,53421,41541
1983,"Wayne County, North Carolina",122419,41233,124496,41766
1984,"Wilkes County, North Carolina",69265,32009,68525,37173
1985,"Wilson County, North Carolina",81020,38398,81379,42095
1986,"Yadkin County, North Carolina",38254,40316,37825,41126
1987,"Yancey County, North Carolina",17814,38766,17605,37610
1988,"Adams County, North Dakota",2325,42830,2368,54700
1989,"Barnes County, North Dakota",11047,48317,10971,56237
1990,"Benson County, North Dakota",6677,34706,6875,44500
1991,"Billings County, North Dakota",838,48375,983,91518
1992,"Bottineau County, North Dakota",6449,48289,6651,58767
1993,"Bowman County, North Dakota",3154,52821,3226,65435
1994,"Burke County, North Dakota",2011,52031,2253,71667
1995,"Burleigh County, North Dakota",81941,59309,92372,67308
1996,"Cass County, North Dakota",150240,51110,170620,58026
1997,"Cavalier County, North Dakota",3974,54080,3817,65505
1998,"Dickey County, North Dakota",5280,41934,5041,58357
1999,"Divide County, North Dakota",2095,51208,2378,54223
2000,"Dunn County, North Dakota",3648,54539,4349,68594
2001,"Eddy County, North Dakota",2393,40000,2321,55294
2002,"Emmons County, North Dakota",3544,37304,3389,46581
2003,"Foster County, North Dakota",3368,49516,3318,59500
2004,"Golden Valley County, North Dakota",1646,35742,1892,44018
2005,"Grand Forks County, North Dakota",66890,46392,70130,51410
2006,"Grant County, North Dakota",2380,40968,2387,50875
2007,"Griggs County, North Dakota",2393,44792,2276,50272
2008,"Hettinger County, North Dakota",2502,45000,2601,56118
2009,"Kidder County, North Dakota",2426,45478,2457,60225
2010,"LaMoure County, North Dakota",4141,52813,4106,57463
2011,"Logan County, North Dakota",1972,47857,1932,57379
2012,"McHenry County, North Dakota",5478,41763,5951,61788
2013,"McIntosh County, North Dakota",2813,36327,2680,46012
2014,"McKenzie County, North Dakota",6692,61893,11679,79316
2015,"McLean County, North Dakota",9020,54539,9607,63926
2016,"Mercer County, North Dakota",8400,63244,8637,80337
2017,"Morton County, North Dakota",27439,57988,30059,65385
2018,"Mountrail County, North Dakota",7830,65822,9986,69622
2019,"Nelson County, North Dakota",3115,43622,2971,52417
2020,"Oliver County, North Dakota",1875,62768,1822,71500
2021,"Pembina County, North Dakota",7383,50422,7050,61393
2022,"Pierce County, North Dakota",4378,45851,4272,45996
2023,"Ramsey County, North Dakota",11450,46119,11574,55927
2024,"Ransom County, North Dakota",5498,47866,5411,62524
2025,"Renville County, North Dakota",2468,57361,2543,66023
2026,"Richland County, North Dakota",16295,51272,16333,60551
2027,"Rolette County, North Dakota",14015,30641,14657,36170
2028,"Sargent County, North Dakota",3876,51175,3883,60824
2029,"Sheridan County, North Dakota",1282,39811,1403,49750
2030,"Sioux County, North Dakota",4193,30799,4420,40795
2031,"Slope County, North Dakota",768,55313,674,61250
2032,"Stark County, North Dakota",24682,58793,30316,77328
2033,"Steele County, North Dakota",1976,50536,1915,65437
2034,"Stutsman County, North Dakota",20965,48678,21058,56088
2035,"Towner County, North Dakota",2264,53594,2258,54625
2036,"Traill County, North Dakota",8105,46398,8050,60952
2037,"Walsh County, North Dakota",11131,48044,10920,50781
2038,"Ward County, North Dakota",62013,53361,69628,64159
2039,"Wells County, North Dakota",4228,41982,4089,54464
2040,"Williams County, North Dakota",23287,69617,32916,89874
2041,"Adams County, Ohio",28524,34282,27926,36320
2042,"Allen County, Ohio",106079,43194,104157,47905
2043,"Ashland County, Ohio",53203,44996,53299,50893
2044,"Ashtabula County, Ohio",101262,41075,98622,43017
2045,"Athens County, Ohio",64592,33836,65563,37191
2046,"Auglaize County, Ohio",45934,52267,45778,59516
2047,"Belmont County, Ohio",70182,41676,68889,46484
2048,"Brown County, Ohio",44666,45807,43799,49188
2049,"Butler County, Ohio",368029,56253,375702,62188
2050,"Carroll County, Ohio",28828,43127,27825,51748
2051,"Champaign County, Ohio",39982,50214,39005,54495
2052,"Clark County, Ohio",138278,43684,135520,46275
2053,"Clermont County, Ohio",197543,60590,202166,64183
2054,"Clinton County, Ohio",42161,46443,41869,49997
2055,"Columbiana County, Ohio",107598,41870,104584,45498
2056,"Coshocton County, Ohio",36880,41885,36602,43251
2057,"Crawford County, Ohio",43623,41877,42231,41726
2058,"Cuyahoga County, Ohio",1278024,43861,1257401,46720
2059,"Darke County, Ohio",52776,44311,51919,50064
